handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_4fbd8569-6db2-cb32-8d2c-47b8b295b1d0,Product,"Code rural et de la pêche maritime code forestier 2019, annoté et commenté","<p><strong>Edition</strong> :&nbsp;05/19 - 39e édition</p>
<p><strong>Auteur(s) </strong>:&nbsp;Edith Dejean,&nbsp;Isabelle Couturier</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p><strong><strong><strong><strong><strong>&nbsp;Les + de l’édition 2019 du Code rural et de la pêche maritime code forestier<strong>&nbsp;</strong>&nbsp;</strong></strong></strong></strong><br> • Commentaire explicatif</strong>&nbsp;qui présente les grandes notions, les mécanismes et les institutions du droit rural et souligne les principales innovations issues des lois<strong>&nbsp;<br> • Avenir pour l'agriculture</strong>,&nbsp;<strong>Biodiversité</strong>&nbsp;et&nbsp;<strong>Alimentation et agriculture</strong>;&nbsp;<br> <strong>• Intégralité du Code forestier</strong>&nbsp;;&nbsp;<br> <strong>• Intégralité des règlements</strong>&nbsp;PAC (Politique Agricole Commune) et PCP (Politique Commune de la Pêche) et leurs nombreuses annexes à jour et accessibles en ligne ;&nbsp;<br> <strong>• Enrichi et mis à jour en continu</strong>&nbsp;sur smartphone, tablette et internet (iOS et Android).&nbsp;<br> <br> La 39e édition du Code rural et de la pêche maritime Dalloz est à jour du décret du 19 juillet 2018 relatif à l'organisation des élections des membres des&nbsp;<strong>chambres d'agriculture</strong>, de la loi du 3 août visant à garantir la présence des&nbsp;<strong>parlementaires</strong>&nbsp;dans certains organismes, du décret du 22 août relatif aux modalités de tenue et de mise à jour du&nbsp;<strong>registre des actifs agricoles</strong>, et de la loi du 30 octobre pour l'<strong>équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, durable et accessible à tous</strong>, du décret du 30 novembre sur les&nbsp;<strong>chambres interdépartementales d'agriculture</strong>&nbsp;et la loi du 22 décembre de financement de la sécurité sociale.<br> Cette édition propose également l'intégralité du&nbsp;<strong>Code forestier</strong>.</p> </li>
</ul>",31ffa3_c9ed390f51d34375ada5d141a86fa8f1~mv2.jpg,Juridique,,54448 Fcfa,83.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28f74f38-80eb-ef49-397b-d7832e996215,Product,Les responsabilités du dirigeant de société,"<p><strong>Edition</strong> :&nbsp;03/18 - 1e édition</p>
<p><strong>Auteur(s)</strong> :&nbsp;Olympe Dexant de Bailliencourt,&nbsp;Béatrice Lapérou-Scheneider</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p><strong>Le monde des affaires a toujours été à l'origine d'un contentieux important</strong>. Parmi les difficultés les plus souvent rencontrées, celle de l<strong>a responsabilité du dirigeant suscite d'importants débats</strong>.&nbsp;<br> <br> Si l'évocation de la responsabilité du dirigeant renvoie souvent à l'aspect pénal de la question, force est de constater, qu'il s'agit d'une&nbsp;<strong>responsabilité plurale</strong>. En effet, la responsabilité du dirigeant, du chef d'entreprise, ou encore de l'employeur c'est-à-dire de celui que l'on surnomme volontiers en pratique le « responsable de l'entreprise » sera généralement recherchée simultanément sur plusieurs terrains, le plus souvent aux plans pénal et civil.&nbsp;<br> <br> Eu égard à cette réalité de la vie des affaires, il faut s'interroger sur&nbsp;<strong>la manière dont ces diverses responsabilités s'articulent, se confrontent, se complètent, se cumulent ou interfèrent les unes les autres</strong>. Pour cela, il est apparu intéressant de croiser les regards du pénaliste et du civiliste, mais encore ceux de l'universitaire et du praticien.<br> <br> ""Cet ouvrage, si minutieusement pensé par Olympe Dexantde Bailliencourt et par Béatrice Lapérou-Scheneider, est-il le livre noir du dirigeant ? Pareille opinion serait excessivement pessimiste, car il s’apparente plutôt à une check list utile à mettre en oeuvre avant le décollage"".</p> </li>
</ul>",31ffa3_9ce1c2135fb144b9ba31df8d55a043b8~mv2.jpg,Juridique,,23616 Fcfa,36.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d305f772-758c-a8d7-2f25-9140ec7df656,Product,Droit de la responsabilité et des contrats 2018/2019,"<p><strong>Edition</strong> :&nbsp;11/17 - 11e édition</p>
<p><strong>Auteur(s) </strong>:&nbsp;Philippe le Tourneau,&nbsp;Cyril Bloch,&nbsp;Christophe Guettier,&nbsp;André Giudicelli,&nbsp;Jérôme Julien,&nbsp;Didier Krajeski,&nbsp;Matthieu Poumarède.</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p><strong>Totalement refondue et restructurée</strong>, cette nouvelle édition, à jour, intègre la réforme du droit des obligations et des contrats et est notamment enrichie d'un nouvel index complet et pratique.&nbsp;<br> <br> Ouvrage résolument pratique, où&nbsp;<strong>chaque question est traitée en exposant les solutions du droit positif et en citant abondamment la jurisprudence</strong>. Egalement&nbsp;<strong>doctrinal, il ordonne de façon cohérente une jurisprudence disparate et apporte une réflexion critique&nbsp;</strong>sur certaines positions. Référence reconnue en la matière depuis près de quarante ans, il présente, en un volume unique,&nbsp;<strong>l'ensemble du droit de la responsabilité, tant administrative, pénale que civile, les principaux contrats civils et commerciaux, et les garanties de l'assurance, ainsi que les assurances construction et automobile</strong>.&nbsp;<br> <br> Une importance particulière est donnée aux&nbsp;<strong>actes préparatoires des contrats et à l'inexécution contractuelle</strong>, notamment aux défaillances professionnelles. Un grand nombre de contrats spéciaux et de professions est étudié. Droit de la responsabilité et des contrats s'adresse en priorité aux&nbsp;<strong>praticiens</strong>&nbsp;avocats, magistrats, juristes d'entreprises, et plus largement aux&nbsp;<strong>professionnels</strong>. Il intéresse également les&nbsp;<strong>universitaires et les étudiants de master 2.&nbsp;</strong></p> </li>
</ul>",31ffa3_aec110aa96ac4b15b71afd5107a314e9~mv2.jpg,Juridique,,74.784 francs (CFA),114.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dfbd7004-dc18-4abb-5553-a1f701997661,Product,Responsabilité contractuelle en droit civil,"<p><strong>Edition</strong> :&nbsp;06/19 - 1e édition</p>
<p><strong>Auteur(s)</strong> :&nbsp;Hélène Boucard</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p>Une sélection de l'Encyclopédie Dalloz à partir d'une ou plusieurs rubriques extraites de ce fond doctrinal. C'est l'objectif de la collection&nbsp;<strong>Dalloz Corpus&nbsp;</strong>qui traite d'une thématique précise, de manière détaillée et actualisée.<br> <br> L'ouvrage est consacré la&nbsp;<strong>responsabilité contractuelle en droit civil</strong>. Entendue largement comme la sanction de l'engagement, elle signifie ni plus ni moins que le débiteur répond des obligations qu'il a contractées. La responsabilité contractuelle désigne alors l'effet de l'obligation, y compris en cas d'inexécution l'ensemble de ses sanctions. Néanmoins, il est d'usage que la responsabilité contractuelle ne désigne que l'allocation de dommages et intérêts, régie par les anciens articles 1146 et suivants du code civil auxquels s'ajoutent les anciens articles 1142 et suivants pour les obligations de faire et de ne pas faire, désormais par les nouveaux articles 1231 et suivants.<br> <br> L'ouvrage étudie passe ainsi en revue tout le régime juridique de cette forme de responsabilité à l'aune de la&nbsp;<strong>réforme du droit des obligations</strong></p> </li>
</ul>",31ffa3_d788b5094f164457bda27748836429aa~mv2.jpg,Juridique,,38704 Fcfa,59.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_79d18639-eaf9-54d7-c959-a4dab0beb1a9,Product,Le sport à l'épreuve de l'assurance,"<p><strong>Edition</strong> :&nbsp;09/18 - 1e édition</p>
<p><strong>Auteur(s) </strong>:&nbsp;Olivier Georges</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p>L'ouvrage propose un aperçu d'une relation entre deux branches du droit, deux activités, qui occupent une place intéressante dans les sphères contentieuses et précontentieuses sportives. En traitant de l'assurance des acteurs sportifs, l'objectif est de décrire les cadres factuel et contractuel dans lesquels s'inscrit cette interaction ainsi que les différentes problématiques juridiques posées à travers le contentieux. Il conviendra d'apprécier également les rôles joués par l'ensemble des protagonistes dans la construction de ce nouvel environnement.<br> <br> Contrats d'assurance, assurances obligatoires, contrats collectifs, devoir d'information et obligations des acteurs, responsabilité civile, indemnisation et contentieux...L'ouvrage est enrichi de très nombreuses décisions de justice et complété par des cas concrets, tirés de la pratique. Il s'adresse à tous les acteurs du secteur sportif : associations, fédérations, sportifs et entraîneurs, avocats, universitaires et membres du mouvement sportif...</p> </li>
</ul>",31ffa3_8579054cb1af408c8dfa3b227170066c~mv2.jpg,Juridique,,16400 Fcfa,25.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8c6210ae-404c-55be-cb86-6f880921b2cf,Product,L'entretien des personnes et des biens. Volume 187,"<p><strong>Edition </strong>:&nbsp;04/19 - 1e édition</p>
<p><strong>Auteur(s)</strong> :&nbsp;Hugues Michelin-Brachet</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p>[...] il existe bien, en droit, une notion unitaire d'entretien, fondée sur un critère propre et performant : l'acte d'entretien est celui qui permet d'assurer le maintien d'une existence normale et durable. L'existence normale s'entend, objectivement, d'une existence d'une qualité minimale et, subjectivement, d'une existence d'une qualité suffisante. L'existence durable s'apprécie compte tenu de la durée de vie possible de chaque personne et de chaque bien entretenus. [...] L'acte d'entretien concerne aussi bien les personnes physiques que les biens. [...] Leur commune relevance d'une même catégorie n'aboutit, pour autant, à aucune confusion de ces instances dont l'opposition est au fondement de l'ordonnancement juridique, en tant qu'elle prolonge un choix axiologique premier [...]. L'unité de la notion d'entretien contraste avec la dualité de son régime, sans qu'il ne s'agisse par-là d'une division entre le régime de l'entretien des personnes physiques et le régime de l'entretien des biens. L'opposition du régime de l'entretien s'articule à partir de la distinction, effectivement majeure, entre la faculté d'entretien (des personnes et des biens) et l'obligation d'entretien (des personnes et des biens). Nul n'est en principe tenu ni de s'entretenir ni d'entretenir son bien ; il y a là l'une des manifestations du principe de liberté, rappel qui permet d'observer que la propriété ne constitue jamais que la déclinaison de la liberté dans l'ordre des choses. Pour autant, le principe selon lequel, s'agissant de soi-même comme de ses biens, l'entretien est affaire de faculté, sonne comme un principe vide chaque fois que le titulaire de ladite faculté est dépourvu des moyens lui permettant de procéder effectivement ou suffisamment à l'entretien de sa personne ou de ses biens [...]. La faculté d'entretien n'est pas absolue. Elle est [...] « tempérée » par des obligations, parfois des contraintes, destinées à conduire un sujet de droit à entretenir sa personne physique ou tels de ses biens, encore qu'il existe, peut-on estimer, une contradiction insurmontable entre la faculté de s'entretenir ou d'entretenir ses biens, donc celle de ne pas le faire, et l'obligation d'y procéder [...]. L'obligation d'entretenir autrui ou la chose d'autrui correspond à des hypothèses diverses, parfois fort différentes les unes des autres, et là encore, il ne s'agit pas seulement de ce que l'obligation d'entretenir une personne obéit à des ressorts philosophiques, politiques ou sociaux autres que ceux qui fondent l'obligation d'entretenir un bien. Hugues Michelin-Brachet dresse un tableau analytique, une taxinomie même, des cas dans lesquels une obligation d'entretien est édictée. Cette classification, non seulement contribue efficacement à la construction de la théorie générale de l'entretien, mais encore permet de mesurer l'importance, la richesse et l'étendue de l'obligation d'entretien. Le tableau systématique que présente l'auteur s'achève par l'analyse raisonnée du régime d'exécution de l'obligation d'entretien, développement qui est d'une utilité concrète certaine, tout en révélant que le souci d'efficacité de cette obligation n'est pas le moindre des traits de son régime. Ce qui met encore en exergue l'importance sociale du phénomène à l'analyse de la dimension juridique duquel s'est attaché Hugues Michelin-Brachet. [...].</p> </li>
</ul>",31ffa3_5b483ad80c4c476dac9f33262dc860ca~mv2.jpg,Juridique,,49200 Fcfa,75.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_846daa74-d604-117a-9b32-439f5c6a81eb,Product,Responsabilité pénale des personnes publiques,"<p><strong>Edition</strong> :&nbsp;11/18 - 1e édition</p>
<p><strong>Auteur(s)</strong> :&nbsp;Sophie Corioland</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p>La nouvelle collection&nbsp;<strong>« Dalloz Corpus »</strong>&nbsp;publie une sélection de l'Encyclopédie Dalloz à partir d'une ou plusieurs rubriques extraites de ce fond doctrinal. Elle traite d'une thématique précise, de manière détaillée et actualisée.</p> &nbsp; <p>L'ouvrage analyse toutes les&nbsp;<strong>infractions intentionnelles</strong>&nbsp;(abus d'autorité, manquements au devoir de probité)&nbsp;<strong>et non intentionnelles</strong>&nbsp;(fautes d'imprudence) susceptibles d'être commises par des&nbsp;<strong>personnes exerçant une fonction publique</strong>&nbsp;qu'il s'agisse d'agents ou d'entités morales. Ces questions revêtent une acuité particulière au regard de la volonté des pouvoirs publics d'accroître les exigences d'exemplarité de l'action publique et de mieux sanctionner les errements en la matière</p> </li>
</ul>",31ffa3_a6280577888943f88fd4000dad9384ac~mv2.jpg,Juridique,,38704 Fcfa,59.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14ee77df-105d-8667-85c0-17455b792547,Product,Droit des personnes,"<p><strong>Edition :</strong>&nbsp;01/18 - 3e édition</p>
<p><strong>Auteur(s) :</strong>&nbsp;Astrid Marais</p>
<p>&nbsp;</p>
<p><strong>Présentation</strong></p>
<ul> 
 <li> <p>Tout est chose ou personne. Sujet de droit, la personne se distingue des objets de droit sur lesquels elle exerce son pouvoir. Dire que seules les personnes sont titulaires de droits et assujetties à des obligations, implique alors de déterminer celles qui sont reconnues par le droit. Il s’agit&nbsp;<strong>des personnes physiques</strong>, ces êtres faits de chair et de sang, mais aussi&nbsp;<strong>des personnes morales&nbsp;</strong>qui sont des entités abstraites n’ayant aucune réalité biologique.&nbsp;<br> <br> Une fois déterminées,&nbsp;<strong>les personnes doivent être identifiées et protégées</strong>. L’identification permet de dégager les éléments qui individualisent la personne dans la société et la distinguent des autres (nom, domicile, sexe).&nbsp;<strong>La protection de la personne est assurée en garantissant, de manière générale, son intégrité</strong>.&nbsp;<strong>De manière spéciale, le droit protège certaines personnes, en raison de leur vulnérabilité, de leur incapacité</strong>.&nbsp;<br> <br> Les règles relatives à l’identification et à la protection des personnes ont été élaborées en considération des personnes physiques et s’appliqueront aux personnes morales, bien souvent avec des adaptations, à la condition de ne pas être consubstantielles au corps humain.&nbsp;<br> <br> Cet ouvrage s’adresse aux&nbsp;<strong>étudiants en 1er cycle de droit, ainsi qu’aux candidats aux concours de l’ENM, de l’ENSP, de l’EOGN, et à l’examen du CRFPA</strong></p> </li>
</ul>",31ffa3_4b2ad3d29b0e46e18e00487d04afaab0~mv2.jpg,Juridique,,16400 Fcfa,25.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_603e24a8-a0d4-d838-d37c-41b1110dfa17,Product,"Droit des personnes, de la famille et des incapacités","<p><strong>Edition :</strong>&nbsp;09/18 - 10e édition</p>
<p><strong>Auteur(s)</strong> :&nbsp;Patrick Courbe,&nbsp;Fabienne Jault-Seseke</p>
<p>&nbsp;</p>
<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Cet ouvrage présente, dans un style clair et concis, l'ensemble des dispositions de droit civil relatives aux personnes, à la famille et aux incapacités.&nbsp;<br> <br> <strong>Sont exposées successivement les normes juridiques qui gouvernent :&nbsp;</strong><br> -&nbsp;<strong>les personnes</strong>&nbsp;: nom, domicile, état civil, droits de la personnalité, notion de personne morale ;&nbsp;<br> -&nbsp;<strong>la famille</strong>&nbsp;: formation et effets du mariage, divorce et séparation de corps, filiation légitime et naturelle, procréation médicalement assistée, adoption, obligation alimentaire ;&nbsp;<br> -&nbsp;<strong>les incapacités</strong>&nbsp;: des mineurs, notamment l'autorité parentale et la tutelle, comme des majeurs protégés.&nbsp;<br> <br> Cet ouvrage est indispensable à tous les étudiants qui souhaitent disposer d'une synthèse exhaustive de cette matière essentielle des programmes universitaires.</p> </li>
</ul>",31ffa3_4dd00abc3642450cbd325fdaf4bad779~mv2.jpg,Juridique,,10824 Fcfa,16.5,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bbee6511-8410-340b-7f32-cc4a86ec8b71,Product,"Code de l'action sociale et des familles 2019, annoté et commenté(","<p><strong>Auteur(s) :</strong>&nbsp;Michel Borgetto,&nbsp;Robert Lafore,&nbsp;Armelle Mavoka-Isana</p>
<p>&nbsp;</p>
<ul> 
 <li>Présentation</li> 
 <li> <p><strong><strong><strong><strong>&nbsp;Les + de l’édition 2019 du Code de l'action sociale et des familles&nbsp;<strong>&nbsp;</strong>&nbsp;</strong></strong></strong></strong><br> • A jour des lois de finances et de&nbsp;<strong>financement de la sécurité sociale pour 2019</strong>,<br> • Richesse des annotations jurisprudentielles et bibliographiques,<br> • Commentaires à jour des dernières évolutions législatives en la matière,<br> • Code&nbsp;<strong>mis à jour en continue sur smartphone, tablette et internet</strong>&nbsp;+ accessibilité depuis Word© via Dalloz connect.<br> <br> Le Code de l’action sociale et des familles comprend l'intégralité du code officiel, qui régit les enfants, les personnes âgées et les personnes handicapées, ainsi que les établissements sociaux. Figure également dans le code un&nbsp;<strong>appendice</strong>&nbsp;de textes complémentaires classés par&nbsp;<strong>rubriques-matière.<br> <br> Par ailleurs, le Code de l’action sociale et des familles comporte :</strong><br> - de vastes&nbsp;<strong>commentaires</strong>, refondus au vu des dernières réformes de la matière, qui constituent le mode d’emploi du code ;<br> - des analyses détaillées et actualisées de la&nbsp;<strong>jurisprudence</strong>;<br> - d’abondantes&nbsp;<strong>références bibliographiques</strong>.<br> <br> Enfin, le code est enrichi et&nbsp;<strong>mis à jour en continu sur smartphone, tablette et internet</strong>.</p> </li>
</ul>",31ffa3_60a0cf1593194d5ebe89efe114a2ad22~mv2.jpg,Juridique,,51824 Fcfa,79.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ee126dbd-e33c-6bbd-b202-df603ee468ea,Product,"Droit de la famille (Patrick Courbe, Adeline Gouttenoire; 7e éd)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Le droit de la famille est un domaine du droit privé dont&nbsp;<strong>l'évolution s'est considérablement accélérée ces dernières années</strong>.&nbsp;<strong>Les mouvements de fond qui transforment la société s'y manifestent</strong>&nbsp;: nouveaux modes de conjugalité, augmentation des naissances d'enfants hors mariage, nombre très élevé des séparations, fréquences des recompositions familiales, pères revendiquant l'égalité des droits, couples de même sexe souhaitant accéder à la parenté. Et les progrès considérables de la biologie (fécondation in vitro, congélation des embryons...) rejaillissent sur le sens de la filiation et, plus largement, sur les structures de la famille.&nbsp;<br> <br> Ces différentes évolutions n'ont pas toutes nécessairement leur traduction en droit positif, mais elles tendent de plus en plus, notamment sous l'influence de la Cour européenne des droits de l'Homme, à occuper une place non négligeable dans le droit de la famille. C'est ainsi, pour tenir compte de ces changements, que le législateur a s<strong>upprimé la distinction des enfants légitimes et des enfants naturels</strong>. D'autres réformes majeures ont été réalisées, comme celle du&nbsp;<strong>Pacs</strong>&nbsp;ou celle ouvrant le&nbsp;<strong>mariage et l'adoption aux couples de même sexe</strong>.&nbsp;<strong>La libéralisation du droit de la famille se poursuit</strong>&nbsp;avec l'admission très récente du divorce sans juge.&nbsp;<br> <br> Destiné&nbsp;<strong>aux étudiants des Facultés de droit,</strong>&nbsp;cet ouvrage offre un exposé clair et raisonné de cette partie essentielle du programme de droit civil.&nbsp;<br> Il peut également être lu avec profit, aussi, par&nbsp;<strong>tous ceux qui participent à la mise en oeuvre du droit de la famille</strong>. Outre une intégration des évolutions textuelles et jurisprudentielles, la nouvelle édition offre une&nbsp;<strong>présentation comparée du droit applicable aux différents couples et contient des développements relevant du droit non civil de la famille</strong></p> </li>
</ul>",31ffa3_0f6cd0e14d1441799eaddeafb0381432~mv2.jpg,Juridique,,22960 Fcfa,35.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a1f98aa6-43aa-dd64-ba59-9ac8260d553b,Product,AJ famille - Les grands dossiers 2018 (06/19,"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Les&nbsp;<strong>Panoramas des revues Dalloz</strong>&nbsp;sont une nouvelle collection de brochés à la marque des revues mettant en valeur une fois par an une partie de leur contenu.<br> <br> Avec ce titre consacré aux&nbsp;<strong>grands dossiers de l'année 2018 publiés dans l'Actualité juridique Famille (AJ famille)</strong>, l'ouvrage met en avant les préoccupations actuelles du droit de la famille et de ses aspects contentieux (divorce, successions, GPA, régimes matrimoniaux...)</p> </li>
</ul>",31ffa3_882c416d6b5e4a4eab2b488e071d26e4~mv2.jpg,Juridique,,25584 Fcfa,39.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9af77a3f-4fe1-a2b4-1236-5ac3f8eec218,Product,"Droit de la famille ( Dominique Fenouillet, 4e ed)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Les incertitudes économiques et sociales actuelles placent la famille au coeur des préoccupations contemporaines.&nbsp;<br> <br> Ultime refuge pour l'individu, elle constitue en outre un maillon fondamental de la société, ce qui confère au droit de la famille toute son importance et sa modernité.&nbsp;<br> <br> <strong>Cette 4e édition intègre les nombreuses et importantes réformes réalisées depuis sa précédente édition, notamment la d</strong>éjudiciarisation du divorce par consentement mutuel, le mariage pour tous.</p> &nbsp; <p>Ce manuel s’adresse aux&nbsp;<strong>étudiants de licence 1 en droit</strong>. Il intéressera également&nbsp;<strong>les praticiens souhaitant actualiser leurs connaissances en droit de la famille</strong>. Dominique Fenouillet est professeur à l’Université Panthéon-Assas (Paris II) et directrice du Laboratoire de sociologie juridique</p> </li>
</ul>",31ffa3_ef41cee932cb4255882ad509d9eba056~mv2_d_1400_2027_s_2.jpg,Juridique,,15744 Fcfa,24.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2293afa4-6e8d-f93b-2596-26f68abed30a,Product,Mélanges en l'honneur de Serge Guinchard (05/10),"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Le contenu de ces&nbsp;Mélanges&nbsp;rejoint la riche personnalité de leur destinataire. Serge Guinchard fut avant tout un excellent professeur, au talent et à la rigueur appréciés par des générations d'étudiants, ainsi qu'un formateur dynamique pour tous les professionnels du droit. Auteur infatigable, il a rédigé un nombre impressionnant d'ouvrages et d'articles de référence, tous caractérisés par une réflexion souvent avant-gardiste et toujours pragmatique et tolérante, dans des champs disciplinaires les plus variés. Serge Guinchard a d'abord excellé dans le domaine de la justice et de ses institutions. Le présent ouvrage s'en fait l'écho, qui contient des contributions permettant de méditer les leçons du passé, mais aussi de répondre aux problématiques actuelles d'accès à la justice ou de réparation de ses erreurs, et d'envisager de vraies réformes pour améliorer la qualité de l'institution judiciaire. Serge Guinchard est ensuite un authentique processualiste, dont les conceptions humanistes ont imprégné la théorie générale du procès, tant civil que pénal. Ces&nbsp;Mélanges&nbsp;en restituent l'esprit. Ils traduisent le caractère transversal de sa réflexion, en analysant les principes fondamentaux présidant à tout contentieux, faits de loyauté contradictoire, de recherche du juste, d'impartialité du juge' Ils permettent de dresser un vaste panorama des nombreuses questions sur lesquelles il a apporté sa réflexion, dressant ainsi le portrait d'un «&nbsp;seigneur de la procédure&nbsp;».</p> </li>
</ul>",31ffa3_31e8950a7979445da2fc6afb878a67ad~mv2.jpg,,,62207 Fcfa,99.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a8a79f74-3eed-2038-90f3-3fc826a8456e,Product,La présence en droit processuel,"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Au-delà de l'analyse juridique de la notion de présence des parties au procès, Anaïs Danet tente de «&nbsp;<strong>résoudre le paradoxe relatif à la place de la présence en droit contemporain</strong>. Alors que la présence des différents protagonistes est le mode primaire de leur participation au procès, sa place dans les procès du XXIe siècle est remise en question, notamment en raison du développement des alternatives à la présence telle que la représentation ou l'utilisation des nouvelles technologies ».<br> <br> Ainsi, en s'appuyant sur une analyse transversale des pratiques processuelles en procédure pénale et civile ainsi qu'en droit administratif, et en utilisant les sciences humaines et sociales à l'appui de ses démonstrations,&nbsp;<strong>elle plaide pour un renforcement du principe de présence</strong>&nbsp;et, au-delà, pour la consécration d'une norme de droit processuel.</p> </li>
</ul>",31ffa3_04c66d39a19f4db7a2662acc62ba7a2d~mv2.jpg,Juridique,,42640 Fcfa,65.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_865fc42d-4baf-bcd9-4e97-624cfd23012e,Product,Droit processuel. Droits fondamentaux du procès (10e édition),"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>La présente édition (la 10e) sort en pleine actualité des questions que certains se posent quant au rôle de l'Europe dans la protection de leurs droit fondamentaux et l'avenir de la jurisprudence européenne et apporte des réponses à leurs légitimes interrogations. Au-delà de l'Europe, une place particulière a été faite à la jurisprudence du Conseil constitutionnel, notamment celle issue des questions prioritaires de constitutionnalité.<br> Pleine actualité encore avec le projet d'une réforme de la Justice, dans son organisation et dans ses procédures, déposé au sénat le 20 avril 2018 et dont le Sénat doit connaître cet automne.<br> Le modèle, celui du procès équitable, autour duquel s'est construit le droit processuel moderne, va peut-être connaître de profonds bouleversements avec la numérisation de la Justice que le projet du 20 avril envisage, la montée en puissance des modes alternatifs de règlement des litiges, la justice dite prédictive, etc. Raison de plus pour revenir aux fondamentaux, à une réflexion plurielle de spécialistes de ces questions, afin de garantir l'universalité et l'utilité du procès équitable, l'ardente obligation pour un État, de garantir les droits de tous, au-delà des péripéties et des turbulences d'une époque.</p> </li>
</ul>",31ffa3_65ecf895ddec4802acf75fadbe5b863c~mv2.jpg,Juridique,,39360 Fcfa,60.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
